epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,2614.71,1.07353,1.03146,1.4554,0.83224,0.68843,0.74988,0.51013,1.29915,1.09113,1.62558,0.006205,0.006205,0.006205
117,2636.02,1.06419,1.02151,1.45633,0.83734,0.68715,0.75229,0.5139,1.30624,1.0806,1.63706,0.006172,0.006172,0.006172
118,2657.34,1.07774,1.02498,1.45523,0.83787,0.69077,0.75636,0.5216,1.28497,1.06284,1.6127,0.006139,0.006139,0.006139
119,2678.61,1.06794,1.00569,1.45019,0.84681,0.6922,0.76006,0.51671,1.28128,1.03778,1.6048,0.006106,0.006106,0.006106
120,2699.93,1.07051,1.01989,1.44787,0.86102,0.68988,0.75365,0.51726,1.28798,1.04753,1.61028,0.006073,0.006073,0.006073
121,2721.17,1.05441,1.00712,1.44329,0.84109,0.70736,0.75455,0.51371,1.29017,1.05343,1.62366,0.00604,0.00604,0.00604
122,2742.33,1.06717,1.00416,1.45045,0.81923,0.7098,0.754,0.51646,1.28105,1.05399,1.61283,0.006007,0.006007,0.006007
123,2763.61,1.06648,1.00119,1.44147,0.85644,0.68428,0.75608,0.5184,1.2885,1.02856,1.62332,0.005974,0.005974,0.005974
124,2784.94,1.056,0.9938,1.44247,0.84665,0.70294,0.757,0.51317,1.29016,1.04308,1.61558,0.005941,0.005941,0.005941
125,2806.28,1.0629,0.98037,1.43716,0.87001,0.68838,0.74765,0.50946,1.28974,1.06567,1.61789,0.005908,0.005908,0.005908
126,2827.61,1.05893,0.98501,1.4413,0.83573,0.69065,0.75722,0.51898,1.27228,1.05696,1.60282,0.005875,0.005875,0.005875
127,2848.94,1.04983,0.99418,1.4346,0.85146,0.69604,0.75571,0.52693,1.25297,1.02944,1.58742,0.005842,0.005842,0.005842
128,2870.32,1.05589,0.99332,1.43103,0.82738,0.70523,0.75546,0.5207,1.26335,1.04667,1.59341,0.005809,0.005809,0.005809
129,2892.2,1.04784,0.98547,1.43224,0.82302,0.71077,0.75579,0.51916,1.26807,1.04376,1.59249,0.005776,0.005776,0.005776
130,2914.06,1.05354,0.98618,1.42932,0.82113,0.71414,0.75719,0.52213,1.26652,1.04125,1.59271,0.005743,0.005743,0.005743
131,2935.7,1.0496,0.96493,1.42508,0.82557,0.69995,0.75512,0.52114,1.2629,1.0565,1.59174,0.00571,0.00571,0.00571
132,2957.21,1.04777,0.9711,1.43058,0.82564,0.71056,0.75868,0.52413,1.25966,1.0504,1.58823,0.005677,0.005677,0.005677
133,2979.03,1.04722,0.96565,1.42732,0.831,0.69619,0.75969,0.52201,1.26007,1.04332,1.59336,0.005644,0.005644,0.005644
134,3000.31,1.04477,0.96925,1.4276,0.80997,0.70616,0.75559,0.51638,1.27141,1.04567,1.60166,0.005611,0.005611,0.005611
135,3021.79,1.03358,0.96945,1.42917,0.82341,0.7122,0.75801,0.52256,1.27066,1.0261,1.59474,0.005578,0.005578,0.005578
136,3043.35,1.03946,0.96345,1.42142,0.82808,0.70834,0.75871,0.52507,1.26488,1.02634,1.58817,0.005545,0.005545,0.005545
137,3065.38,1.0512,0.97798,1.43234,0.83317,0.71079,0.75682,0.5223,1.26219,1.0421,1.58638,0.005512,0.005512,0.005512
